,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
DS-QAE0206G1-V,,Analog Ceiling Speaker 6W,HIKVISION,"11,40","16,10","18,00",21,0,0,0,0,0,0,0
DS-QAE0420G1-V,,Analog Column Speaker 20W,HIKVISION,"78,00","110,00","129,00",21,0,0,0,0,0,0,0
DS-QAZ1120G1-B,,Network Cabinet Speaker 2,HIKVISION,"379,00","482,00","670,00",21,0,0,0,0,0,0,0
DS-QAZ1206G1-BE,,Network Ceiling Speaker 6,HIKVISION,"166,00","211,00","293,00",21,0,0,0,0,0,0,0
DS-QAZ14A2G1,,Network Column Speaker 12,HIKVISION,"991,00","1262,00","1752,00",21,0,0,0,0,0,0,0
DS-QAZ1307G1-E,,Network Horn Speaker 7W I,HIKVISION,"271,10","375,20","413,60",21,0,0,0,0,0,0,0
DS-2XS6K01-C36S80,,Solar Power Module,HIKVISION,"1294,00","1687,00","2343,00",21,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
ACCESORIOS,,UPS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
CY-12V7A,,BaterÍa 12V 7Ah CYGNUS ,CYGNUS,"9,90","12,00","14,00",21,6,4,0,18,0,11,39
SNMP,,Modulo SMNP UPS-ON3000,CYGNUS,"294,55","382,88","413,60",21,25,0,0,0,0,0,25
AS400,,Placa interfaz de E/S par,CYGNUS,"198,41","260,03","260,03",21,20,0,0,0,0,0,20
DS-UPS1000,,UPS 1000VA Hikvision,HIKVISION,"43,30","49,00","49,00",21,0,0,0,0,0,0,0
CTB-1500AP,,UPS 1500VA Lyonn,LYONN,"294,75","336,00","383,25","10,5",0,0,0,0,0,0,0
DS-UPS2000,,UPS 2000 VA / 1200 Wh HIK,HIKVISION,"138,00","149,00","149,00",21,68,0,0,1,0,5,74
DS-UPS600,,UPS 600VA Hikvision,HIKVISION,"35,40","39,00","39,00",21,0,1,0,0,1,9,11
CTB800V,,UPS Lyonn 800VA,LYONN,"87,06","113,40","134,40","10,5",1,1,0,0,0,1,3
CY-UPS-ON6000R,,UPS Online de doble conve,CYGNUS,"990,00","1300,00","1490,00","10,5",6,0,0,0,0,0,6
CY-UPS-ON3000R,,UPS Rack Online de doble ,CYGNUS,"580,00","755,00","960,00","10,5",6,2,0,0,0,0,8
UPS-12V4,,UPS y fuente de 12V 4.3A ,GRALF,"31,47","40,95","40,95",21,52,0,0,4,6,12,74
,,,,,,,,,,,,,,
ACCESORIOS,,TERMOMETROS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
BAT18650,,Batería Repuesto TBM-210A,Marca Defecto,"5,41","5,42","5,42",21,2,1,0,0,0,0,3
QN100,,Termometro Infrarrojo de ,CYGNUS,"6,81","6,82","6,82",21,111,14,0,0,0,6,131
XZW2020,,Termometro Infrarrojo de ,CYGNUS,"3,00","3,00","6,00",21,2744,76,0,0,0,4,2824
TBM-210A,,Termometro IR c/sensor ,CYGNUS,"18,20","23,66","27,21",21,642,9,0,1,0,3,655
,,,,,,,,,,,,,,
ACCESORIOS,,INSTRUMENTAL,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
CY-XVT4-BAT,,Batería Repuesto XVT4,CYGNUS,"18,88","18,90","26,25",21,5,0,0,0,0,0,5
,,,,,,,,,,,,,,
ACCESORIOS,,DAHUA SOPORTES,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
CY-D225,,Bracketbox domo plast,CYGNUS,"5,00","5,00","6,50",21,1018,960,0,0,0,20,1998
PFA132-E,,Caja de conexiones + Sopo,DAHUA,"9,91","9,91","9,91",21,157,53,0,0,2,6,218
CY-BBOX1,,Caja de conexiones para c,CYGNUS,"41,32","45,45","53,24",21,0,0,0,0,0,0,0
CY-BBOX3,,Caja estanca con base cir,CYGNUS,"15,25","21,81","24,33",21,0,0,0,0,0,0,0
CY-PTZBOX,,Caja estanca para domos P,CYGNUS,"135,81","162,16","186,73",21,19,0,0,0,0,0,19
CY-BBOX2,,Caja estanca para mini bu,CYGNUS,"11,73","16,78","18,71",21,1,0,0,9,10,0,20
CY-JB07-B,,Caja Montaje Domo,CYGNUS,"28,72","37,37","42,90",21,0,0,0,0,0,0,0
CY-POLE,,CCTV Pole mount bracket,CYGNUS,"5,80","5,80","8,00",21,468,0,0,0,0,20,488
CY-D130,,Install Box 130mm plastic,CYGNUS,"2,70","2,70","3,20",21,1994,0,0,0,0,0,1994
PFA122,,Junction Box 2 Dahua,DAHUA,"16,43","20,25","23,83",21,0,0,1,12,8,3,24
PFA123,,Junction Box 3,DAHUA,"8,85","8,85","8,85",21,35,8,0,0,5,8,56
PFA154,,Montaje para postes para ,DAHUA,"14,16","14,16","14,16",21,33,0,0,0,2,0,35
PFB303S,,Parapet Mount Bracket,DAHUA,"59,00","59,00","59,00",21,12,53,0,0,0,0,65
PFA137,,Soporte,DAHUA,"4,37","4,37","4,37",21,35,0,1,0,2,4,42
PFA101,,Soporte 1,DAHUA,"4,13","4,13","4,13",21,4,9,0,0,0,4,17
PFA111,,SOPORTE 3,DAHUA,"3,54","3,54","3,54",21,149,27,0,0,2,2,180
PFA138,,Soporte 5,DAHUA,"8,85","8,85","8,85",21,62,68,0,0,2,5,137
PFB200C,,SOPORTE 6,DAHUA,"2,00","2,00","2,00",21,154,4,0,0,0,4,162
PFB302S,,Soporte 8,DAHUA,"10,62","10,62","10,62",21,0,4,0,0,0,0,4
PFB603W,,SOPORTE Aluminio 193 x 70,DAHUA,"4,72","4,72","4,72",21,53,0,0,1,2,3,59
PFB120W,,SOPORTE Aluminio 19cm p/C,DAHUA,"8,26","8,26","8,26",21,61,70,0,0,0,10,141
PFB604W,,SOPORTE Aluminio 264 x 10,DAHUA,"9,44","9,44","9,44",21,6,56,0,0,2,1,65
PFB121W,,SOPORTE de pared articula,DAHUA,"4,72","4,72","4,72",21,3,0,0,0,1,0,4
PFA12A,,Soporte de pared con caja,DAHUA,"1,18","1,18","1,18",21,1,0,13,55,0,16,85
PFB210W,,Soporte de pared para dom,DAHUA,"5,90","5,90","5,90",21,0,3,0,0,0,0,3
PFB300S,,SOPORTE de pared para dom,DAHUA,"8,26","8,26","8,26",21,15,0,0,0,0,1,16
CY-DBOX,,Soporte de pared para dom,CYGNUS,"28,31","33,77","38,83",21,75,0,0,5,0,0,80
CY-PTZW,,Soporte de pared para dom,CYGNUS,"30,44","36,28","41,77",21,35,0,0,0,2,0,37
PFB300C,,SOPORTE de techo para dom,DAHUA,"9,44","9,44","9,44",21,142,4,0,0,1,0,147
PFB203W,,SOPORTE de techo para min,DAHUA,"5,90","5,90","5,90",21,0,0,1,0,1,0,2
CY-PTZPOLE,,Soporte domos PTZ  para p,CYGNUS,"36,00","44,23","52,42",21,3,0,0,0,0,0,3
PFB301S,,SOPORTE para domo en terr,DAHUA,"41,30","41,30","41,30",21,0,81,0,0,0,0,81
PFB220C,,Soporte para domo montaje,DAHUA,"17,70","17,70","17,70",21,0,1,0,0,0,0,1
PFB204W,,Soporte para domos de par,DAHUA,"5,90","5,90","5,90",21,0,0,0,0,1,1,2
PFA151,,SOPORTE para montaje en e,DAHUA,"12,98","12,98","12,98",21,135,4,1,0,0,3,143
PFA150,,SOPORTE para montaje en p,DAHUA,"12,98","12,98","12,98",21,45,0,2,1,9,8,65
PFA150-V2 ,,Soporte para montaje en p,DAHUA,"12,98","12,98","12,98",21,20,0,0,0,0,0,20
PFA105,,Soporte para ojo de pez,DAHUA,"4,72","4,72","4,72",21,175,20,0,0,0,0,195
EXB100,,Soporte para pared INOX E,DAHUA,"49,56","49,56","49,56",21,1,0,0,0,0,0,1
CY-UP06,,Soporte para postes de IP,CYGNUS,"20,05","26,07","29,94",21,0,0,0,0,0,0,0
CY-POLE2,,"Soporte para postes, para",CYGNUS,"5,46","7,10","8,16",21,0,0,0,0,0,0,0
CY-POLE3,,"Soporte para postes, para",CYGNUS,"8,19","10,65","12,24",21,0,0,0,0,0,0,0
ZAZ100W,,Soporte Rótula INOX para ,DAHUA,"13,77","13,77","13,77",21,4,0,0,0,0,0,4
PFA200W,,Soporte visera para Domos,DAHUA,"4,72","4,72","4,72",21,11,480,0,0,2,2,495
SSDB ,,SSD Bracket,DAHUA,"1,18","1,18","1,18",21,4943,0,0,0,20,0,4963
PFB205W-E,,Wall Mount Bracket,DAHUA,"8,82","12,43","14,29",21,0,0,0,1,0,0,1
,,,,,,,,,,,,,,
ACCESORIOS,,HIK SOPORTES,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DS-1701ZJ-HWB,,Brazo para montaje sobre ,HIKVISION,"70,00","99,00","116,00",21,1,0,0,0,0,0,1
DS-1260ZJ,,Junction box Hikvision,HIKVISION,"11,10","15,70","18,00",21,0,0,0,0,2,0,2
DS-1271ZJ-140,,Pendant Mount,HIKVISION,"42,00","60,00","69,00",21,16,0,0,0,0,0,16
DS-1603ZJ-P,,Soporte para domo platead,HIKVISION,"41,30","59,00","68,00",21,2,0,0,0,0,0,2
DS-1275ZJ-S-SUS,,Soporte Vertical Poste,HIKVISION,"20,60","29,20","34,00",21,0,0,0,0,0,0,0
DS-1275ZJ,,Vertical pole mount Hikvi,HIKVISION,"17,30","24,50","29,00",21,8,0,0,0,1,0,9
DS-1602ZJ-Pole,,Vertical pole mount p/PTZ,HIKVISION,"29,90","42,00","49,00",21,25,0,0,0,2,0,27
DS-1605ZJ,,Wall mount,HIKVISION,"25,00","35,00","41,00",21,27,0,0,0,0,0,27
DS-1701ZJ-AC1-OS,,Wall mount anticorrosive ,HIKVISION,"122,00","173,00","202,00",21,0,0,0,0,0,0,0
DS-1602ZJ,,Wall mount p/PTZ Hikvisio,HIKVISION,"18,30","26,00","31,00",21,30,0,0,0,2,0,32
,,,,,,,,,,,,,,
ACCESORIOS,,CAJAS CONEXION,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
GBOX-90,,Caja estanca plástica IP ,GENROD,"3,14","3,52","4,01",21,0,0,5,0,0,0,5
GBOX-115,,Caja estanca plástica IP ,GENROD,"4,52","5,04","5,78",21,0,13,0,0,0,0,13
GBOX-210,,Caja estanca plástica IP ,GENROD,"8,91","9,98","11,41",21,11,28,0,0,0,7,46
GBOX-310,,Caja estanca plástica IP ,GENROD,"17,95","20,12","23,01",21,8,5,0,0,0,1,14
CY-BOX115,,Caja plastica estanco IP6,CYGNUS,"4,77","6,18","6,99",21,0,2,1,0,0,0,3
GE-S9000CCTV-60x60,,Gab. Estanco con sobretec,GENROD,"0,00","0,00","0,00",21,0,1,0,0,0,0,1
GE-S9000-30x30,,Gab. Estanco Serie 9000 -,GENROD,"0,00","0,00","0,00",21,0,3,0,0,0,0,3
GE-S9000CCTV-45x45,,Gabinete estanco serie 90,GENROD,"257,26","288,41","329,62",21,0,0,0,0,0,0,0
GE-S9000CCTV-45x60,,Gabinete estanco serie 90,GENROD,"288,12","323,02","369,17",21,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
ACCESORIOS,,OTROS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
86-BOX,,Caja plastica de embutir ,DAHUA,"1,82","2,37","2,72",21,8,113,0,0,0,0,121
CY-A30T,,Sistema de videoconferenc,CYGNUS,"40,00","40,00","40,00",21,21,6,0,0,0,0,27
,,,,,,,,,,,,,,
ACCESORIOS,,ALARMA,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
ARB1606,,Extensor de entradas de a,DAHUA,"15,34","15,34","15,34",21,0,0,1,0,0,1,2
PFR5QI-E60-PV,,Radar con cámara autónomo,DAHUA,"465,44","465,44","465,44",21,44,1,0,0,0,0,45
PFR5QI-E60,,Radar con cámara autónomo,DAHUA,"413,00","413,00","413,00",21,3,0,0,0,0,0,3
PFR4K-E50,,Radar de Seguridad Autóno,DAHUA,"891,56","891,56","891,56",21,3,0,0,0,0,0,3
PFB510W,,Soporte con caja de conex,DAHUA,"26,22","26,22","26,22",21,1,0,0,0,0,0,1
PFB414W,,Soporte de pared para enl,DAHUA,"52,44","52,44","52,44",21,6,0,0,0,0,0,6
,,,,,,,,,,,,,,
ACCESORIOS,,FUENTES,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
EUV-150S036ST-KW02,,fuente 36VDC 4.17A Hikvis,HIKVISION,"77,10","106,80","117,70",21,3,0,0,0,0,0,3
F5S25,,fuente 5V 2.5a pin ancho,Marca Defecto,"6,90","8,00","8,00",21,79,2,0,17,0,27,125
F12M10,,Fuente de 12V 10A switchi,,"28,32","28,35","28,35",21,0,0,3,0,0,0,3
F12M3,,Fuente de 12V 3A switchin,Marca Defecto,"6,29","8,06","8,82",21,0,55,0,0,0,13,68
F36S2,,Fuente de 220V/36V 2.23A ,Marca Defecto,"12,59","19,95","25,20",21,109,0,0,0,0,5,114
F24S10,,Fuente de 24V 10A switchi,,"41,40","47,50","57,33",21,1,0,0,0,5,0,6
F24S3,,Fuente de 24V 3A switchin,,"22,91","22,93","22,93",21,4,0,0,0,0,0,4
F48M10,,Fuente de 48V 10A switchi,,"0,00","0,00","0,00",21,0,0,0,0,0,0,0
F12S10,,Fuente de alimentación de,Marca Defecto,"47,20","47,25","47,25",21,0,0,5,0,0,0,5
F12S2,,Fuente de alimentación SW,Marca Defecto,"4,20","5,20","5,90",21,5294,47021,13,62,3,180,52573
F12S1,,Fuente de alimentación SW,Marca Defecto,"7,13","7,14","7,14",21,2168,696,18,69,51,76,3078
F24S2,,Fuente de alimentación SW,Marca Defecto,"29,45","29,48","32,89",21,47,142,0,2,0,3,194
F48S2,,Fuente de alimentación SW,Marca Defecto,"29,45","29,48","32,89",21,93,8,2,0,2,5,110
F5S1,,Fuente de alimentación SW,Marca Defecto,"7,23","7,24","7,24",21,3,0,2,27,6,0,38
F5S1-USB,,Fuente de alimentación sw,GRALF,"5,23","5,24","5,24",21,34,1,13,0,0,12,60
F12S5,,Fuente de alimentación SW,Marca Defecto,"18,00","18,00","34,00",21,160,6,10,34,8,19,237
F5S1- PIN ANCHO,,Fuente de alimentación Sw,,"6,54","7,20","8,84",21,1,0,0,2,0,0,3
F5S1-D,,Fuente Sw 5V1A USB - C/ P,Marca Defecto,"6,29","7,14","8,40",21,92,15,0,46,0,7,160
F12S3,,Fuente Switching 12V 3A,Marca Defecto,"5,70","7,00","9,00",21,9157,48,0,65,2,27,9299
F12S3-USB-C,,Fuente switching 12V 3A c,Marca Defecto,"11,78","11,79","11,79",21,299,0,8,0,0,9,316
F12S4,,Fuente switching 12V 4A,Marca Defecto,"12,59","15,75","17,85",21,0,0,0,0,0,0,0
F24S2-PTZ,,Fuente switching 24V 2A p,GRALF,"15,00","17,00","23,00",21,95,0,0,4,4,5,108
F5S2.5,,Fuente Switching 5V 2.5A ,Marca Defecto,"7,90","7,90","7,90",21,621,27,8,17,15,50,738
F9S1,,Fuente Switching 9V 1A,Marca Defecto,"7,55","7,56","9,34",21,943,0,0,0,0,8,951
F5S1-USB-A,,Fuente Switching CC 5V 1A,Marca Defecto,"6,29","7,14","8,40",21,223,50,10,0,0,7,290
F5S2-USB,,Fuente switching USB - 5V,Marca Defecto,"6,50","6,51","6,51",21,201,0,0,5,23,2,231
T24V3,,Transformador 220/24V 3A ,Marca Defecto,"19,74","19,76","22,23",21,0,0,1,0,0,3,4
,,,,,,,,,,,,,,
ACCESORIOS,,DECODERS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DS-6908UDI-C,,High Definition Decoder x,HIKVISION,"1732,00","2790,00","3488,00",21,2,0,0,0,0,0,2
DS-6916UDI-C,,High Definition Decoder x,HIKVISION,"2774,00","4467,00","5584,00",21,1,0,0,0,0,0,1
,,,,,,,,,,,,,,
ACCESORIOS,,HIK TRAFFIC,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
SL-1211-1I,,IR Flash Supplement Light,HIKVISION,"2164,70","2164,70","3607,80",21,1,0,0,0,0,0,1
,,,,,,,,,,,,,,
ACCESORIOS,,JAULAS DE SEG,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
JAU-ECO20B,,Jaula de seguridad para c,Marca Defecto,"5,20","6,50","7,14",21,0,0,0,0,0,0,0
JAU-REF12B,,Jaula de seguridad para c,Marca Defecto,"3,64","4,55","5,00",21,50,1,4,0,9,1,65
,,,,,,,,,,,,,,
ACCESORIOS,,LENTES,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
PLF20C0-D,,Lente 3.2mm 12mp OUTLET,DAHUA,"5,90","5,90","5,90",21,98,0,0,0,0,0,98
M123VD4510IR,,Lente 4K 4.5-10mm 1/2.3,DAHUA,"5,90","5,90","5,90",21,25,1,0,0,0,0,26
HV03610D.IR-S-4K,,Lente 4k UHD varifocal 3.,RICOM,"63,21","82,26","94,43",21,48,0,0,0,0,0,48
HV03617D.IR-S-4K,,Lente 4k UHD varifocal 3.,RICOM,"180,00","234,23","268,88",21,100,0,0,0,0,0,100
MTV8-IR(MP)-B,,Lente Board 8mm 3Mp,RICOM,"11,46","14,91","17,12",21,265,0,0,0,0,0,265
MTV2.8-IR-MP-S,,Lente fijo 2.8mm 5 Mpx,RICOM,"11,55","15,04","17,26",21,199,0,0,0,0,0,199
MTV25M,,Lente Fijo 25mm,RICOM,"16,36","21,29","24,44",21,10,0,0,0,0,0,10
MTV50M,,Lente Fijo 50mm 1/3 F2.0,RICOM,"73,64","95,82","110,00",21,1,0,0,0,0,0,1
MTV2.8-IR-1/4-S,,"Lente MTV 2.8mm 1/4"""" 1.3",RICOM,"6,37","8,31","9,53",21,444,0,0,0,0,0,444
FS0107.IR-M12,,Lente MTV fijo de 1.07mm ,RICOM,"34,69","45,14","51,82",21,15,0,0,0,0,0,15
FS0147.IR-M12,,Lente MTV fijo de 1.47mm ,RICOM,"68,07","88,58","101,68",21,10,0,0,0,0,0,10
MTV16-IR-MP,,Lente MTV fijo de 16mm 3M,RICOM,"9,00","11,71","13,44",21,209,0,0,0,0,0,209
MTV2.8-IR-F1.2,,Lente MTV fijo de 2.8mm 3,RICOM,"9,00","11,71","13,44",21,495,0,0,0,0,0,495
TT02812D.IR-SD,,Lente varifocal 2.8-12mm ,RICOM,"18,00","23,43","26,89",21,4,0,0,0,0,0,4
NV03105D,,Lente Varifocal 3-10.5mm ,RICOM,"101,42","131,98","151,50",21,149,0,0,0,0,0,149
,,,,,,,,,,,,,,
ACCESORIOS,,MICROFONOS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
MIC2,,Microfono Amplificado,CYGNUS,"8,07","10,51","12,06",21,125,123,3,1,7,16,275
MIC1,,Microfono Amplificado Pas,CYGNUS,"10,70","13,93","16,00",21,2,93,0,0,0,10,105
HAP120,,Microfono omnidireccional,DAHUA,"10,62","10,62","10,62",21,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
ACCESORIOS,,TARJETA SD,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
HS-TF-C1-64GB,,MicroSD 64GB NEO series,HIKSEMI,"3,70","3,70","4,50","10,5",0,0,0,0,0,0,0
,,,,,,,,,,,,,,
ACCESORIOS,,DISPLAY,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
LM22-V200,,Monitor FHD 21'' OUTLET,DAHUA,"63,72","63,72","63,72",21,0,3,0,0,0,0,3
ZK-IWB86S,,Pantalla interactiva inte,ZKTECO,"3248,70","4223,31","4224,33",21,1,0,0,0,0,1,2
ITACS-024SA-JB,,Señalizador de velocidad ,DAHUA,"1237,62","1237,62","1237,62",21,4,0,0,0,0,0,4
,,,,,,,,,,,,,,
ACCESORIOS,,POE,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
CY-POE-X2,,Multiplicador PoE 1 a 2,CYGNUS,"63,82","83,04","95,33",21,356,6,4,0,0,0,366
,,,,,,,,,,,,,,
ACCESORIOS,,VIDEOTESTER,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
CY-XVT-1,,Tester Camaras Analogicas,CYGNUS,"99,00","115,00","125,00","10,5",343,13,0,1,1,2,360
CY-XVT-4,,Tester Digital IPC H.265 ,CYGNUS,"420,00","485,00","540,00",21,135,5,0,0,1,4,145
CY-XVT-5,,Tester Digital IPC-TVI-CV,CYGNUS,"599,61","857,44","956,38","10,5",0,0,0,0,0,0,0
