,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
IPC-HFW1230TC1P-SA-0280B-S6,,2MP Entry IR Bullet IPCMS,DAHUA,"29,50","29,50","29,50",21,0,0,0,0,0,0,0
IPC-HDW1230T1P-0360B-S5,,2MP Entry IR Fixed Focal ,DAHUA,"46,18","60,03","69,03",21,0,0,0,0,0,0,0
IPC-HDPW1230R1P-ZS-2812-S5,,2MP Entry IR Vari-focal D,DAHUA,"63,72","63,72","63,72",21,0,0,0,0,0,10,10
IPC-HDW1230T1P-0360B-S5-QH2,,2MP Eyeball IR IPC,DAHUA,"26,55","26,55","26,55",21,5,1,0,0,6,0,12
IPC-HFW1230S1P-0280B-S6,,2MP IPC IR  Bullet 2.8mm ,DAHUA,"31,00","31,00","31,00",21,1,6,0,1,0,0,8
IPC-HFW5241EP-ZE-27135-S3,,2MP IR 2-7-13mm OUTLET,DAHUA,"125,00","125,00","125,00",21,62,288,0,0,0,0,350
IPC-HDW5241TP-ZE-27135-S3,,2MP IR 2.7-13mm OUTLET,DAHUA,"138,00","138,00","138,00",21,94,0,0,0,0,0,94
IPC-HFW1230T1P-ZS-2812-S5-QH,,2MP IR 2.8-12mm Bullet IP,DAHUA,"63,72","63,72","63,72",21,280,0,0,0,0,26,306
IPC-HDW1230T1P-ZS-2812-S5-QH,,2MP IR 2.8-12mm Eyeball I,DAHUA,"69,62","69,62","69,62",21,239,0,0,0,0,13,252
IPC-HDW3241EMP-S-0280B-S2,,2MP IR 2.8mm OUTLET,DAHUA,"65,00","65,00","65,00",21,81,0,0,0,0,10,91
IPC-HDW1230VP-SA-0280B-S6,,2MP IR 2.8mml Eyeball IPC,DAHUA,"37,20","48,31","55,56",21,0,0,0,0,0,0,0
IPC-HFW3241DFP-AS-4G-NL668-0280B,,2MP IR Bullet 4G,DAHUA,"152,22","152,22","152,22",21,11,0,0,2,0,0,13
IPC-HDW1230T1P-0280B-S6,,2MP IR Eyeball IPC 2.8mm ,DAHUA,"34,85","45,26","52,05",21,0,0,0,0,0,0,0
IPC-HDW5241TMP-ASE-0280B-S3,,2MP IR Fixed-focal Eyebal,DAHUA,"153,68","199,79","229,75",21,6,0,0,0,0,3,9
IPC-HFW2241TP-ZAS-27135,,2MP IR Vari-focal Bullet ,DAHUA,"133,80","139,00","179,00",21,30,0,0,0,0,8,38
IPC-HDBW5241EP-ZE-27135-DC12AC24V-S3,,2MP IR Vari-focal Vandal-,DAHUA,"162,58","162,58","162,58",21,0,0,0,0,0,0,0
IPC-HDW1239T1P-LED-0280B-S6,,2MP Lite Full-color Fixed,DAHUA,"28,91","28,91","28,91",21,3,6,0,1,0,1,11
IPC-HFW3249T1P-AS-PV-0280B,,Bullet 2 Mpx Disuación ac,DAHUA,"129,80","129,80","129,80",21,1,0,0,0,0,1,2
IPC-HFW1239S1P-LED-0280B-S5-QH2,,Bullet IP 2 Mpx Lente 2.8,DAHUA,"31,74","31,74","31,74",21,0,2,0,0,0,0,2
IPC-HFW1230S1P-A-0280B-S5-QH2,,Bullet IP 2 Mpx Lente 2.8,DAHUA,"31,86","31,86","31,86",21,0,4,0,0,0,0,4
IPC-HFW1230S1P-A-0360B-S5-QH2,,Bullet IP 2 Mpx Lente 3.6,DAHUA,"31,86","31,86","31,86",21,2,388,1,0,13,15,419
IPC-HFW1239S1P-LED-0360B-S5,,Bullet IP 2Mpx Full Color,DAHUA,"34,22","34,22","34,22",21,1,0,0,0,0,1,2
IPC-HDBW2231RP-ZAS-27135-S2,,Cámara IP 2Mpx Starlight ,DAHUA,"94,40","94,40","94,40",21,0,0,0,0,0,0,0
IPC-HUM8101,,Cámara IPC Pinhole 1.3Mpx,DAHUA,"36,40","47,32","54,42",21,0,0,0,0,0,0,0
IPC-HFW1230SP-A-0280B-S5-QH2,,DH-IPC-HFW1230S-A-S5,DAHUA,"39,27","48,40","56,94",21,0,0,0,0,0,0,0
IPC-HDPW1230R1P-0280B-S5,,Domo burbuja IP 2Mpx H.26,DAHUA,"29,50","29,50","29,50",21,0,0,1,0,0,0,1
IPC-HDW1239T1P-LED-0360B-S5,,Domo IP 2Mpx Full Color H,DAHUA,"33,04","33,04","33,04",21,0,3,1,0,0,2,6
IPC-HDW1230T1P-0280B-S5-QH2,,Eyeball IP 2 Mpx lente 2.,DAHUA,"25,96","25,96","25,96",21,0,0,1,0,1,0,2
IPC-HFW1239S1P-A-LED-0280B-S5-QH2,,IPC 2 Mpx Full Color LED ,DAHUA,"36,58","36,58","36,58",21,0,4,1,1,4,0,10
IPC-2M-BWZI-M,,IPC 2MP Domo IR 40mts  VF,CYGNUS,"48,00","59,00","68,00",21,147,5,0,0,0,2,154
IPC-2M-DWZI-M,,IPC 2MP Eyeball IR40 mts ,CYGNUS,"59,00","68,00","75,00",21,25,38,0,0,0,0,63
IPC-2M-BWI,,IPC 2MP IR 2.8mm Dome Cyg,CYGNUS,"30,50","35,00","39,00",21,69,20,0,0,0,10,99
IPC-HFW5241EP-ASE-0360B-S3,,IPC 2MP IR 3.6mm Bullet W,DAHUA,"99,64","99,64","99,64",21,68,0,0,0,0,3,71
IPC-HDBW2241EP-S-0360B,,IPC 2MP IR Fixed-focal Do,DAHUA,"49,56","49,56","49,56",21,37,0,0,0,0,4,41
IPC-HDBW2241EP-S-0280B,,IPC 2MP IR Fixed-focal Do,DAHUA,"49,56","49,56","49,56",21,63,0,0,0,0,1,64
IPC-HDPW1230R1P-ZS-2812-S5-QH,,IPC 2MP IR Vari-focal Dom,DAHUA,"63,72","63,72","63,72",21,291,0,0,0,3,4,298
IPC-HDW1239T1P-LED-0360B-S6,,IPC 2MP Lite Full-color 3,DAHUA,"28,91","28,91","28,91",21,201,0,0,11,0,7,219
IPC-HDPW1230R1P-ZS-2812-S4,,IPC 2Mpx 2.8-12mm IR Dahu,DAHUA,"63,72","63,72","63,72",21,0,0,0,0,3,1,4
CY-IPC-2M-DWS,,IPC 2Mpx Domo IR H.265 IP,SMARTPIXEL,"74,93","97,50","116,26",21,1,5,0,0,0,11,17
IPC-HFW2231TP-ZAS-27135-S2,,IPC Bullet 2.7-13.5 Dahua,DAHUA,"94,40","94,40","94,40",21,0,0,0,0,0,1,1
IPC-HDW1230T1P-0360B-S4S5,,IPC Domo 2Mpx lente 3.6mm,DAHUA,"28,32","28,32","28,32",21,0,0,0,0,0,1,1
IPC-HDW1330T1P-0360B-S4,,IPC Domo 3Mpx 3.6mm lens,DAHUA,"28,32","28,32","28,32",21,2,0,0,0,0,3,5
PFM364L-D1HFW4230MP-4G-AS-I2,,KIT Sistema de monitoreo ,DAHUA,"550,67","550,67","550,67",21,4,0,0,0,0,0,4
IPC-HDBW5231EP-Z-S2,,Minidomo Antivandálico S,DAHUA,"129,80","129,80","129,80",21,15,0,1,0,0,5,21
,,,,,,,,,,,,,,
IP CAMARAS,,HIK 2-3MPX,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DS-2CD1123G0E-I-0280-C,,2 MP 2.8mm Dome IPC Hikvi,HIKVISION,"38,60","57,00","69,00",21,0,0,0,0,0,0,0
DS-2CD1323G2-LIUF-0280,,2 MP 2.8mm Turret IPC HIK,HIKVISION,"43,00","68,00","81,00",21,162,0,0,0,0,25,187
DS-2CD2023G2-I-0280-D,,2 MP AcuSense 2.8mm Bulle,HIKVISION,"100,00","161,00","201,00",21,18,0,0,0,5,0,23
DS-2CD2123G2-IS-0280-D,,2 MP AcuSense 2.8mm PROMO,HIKVISION,"86,40","139,20","174,40",21,25,0,0,0,0,0,25
DS-2CD2123G2-IS-0280,,2 MP AcuSense 2.8mm PROMO,HIKVISION,"86,40","139,20","174,40",21,41,0,0,0,0,3,44
DS-2CD2726G2-IZS-2812-D,,2 MP AcuSense Powered-by-,HIKVISION,"208,00","335,00","419,00",21,0,0,0,0,0,0,0
DS-2CD2123G2-LIS2U-0280,,2 MP Acusense Smart Hybri,HIKVISION,"111,00","179,00","223,00",21,91,0,0,0,0,5,96
DS-2CD2023G2-LI2U-0280,,2 MP Acusense Smart Hybri,HIKVISION,"105,00","170,00","212,00",21,39,0,0,0,0,6,45
DS-2CD3626G2-IZS-2713-C,,2 MP AcuSense Zoom Bullet,HIKVISION,"228,00","367,00","459,00",21,100,0,0,0,0,0,100
DS-2CD2623G2-IZS-2812-D,,2 MP AcuSense Zoom Bullet,HIKVISION,"183,00","294,00","367,00",21,5,0,0,0,0,0,5
DS-2CE12DF0T-F-0280,,2 MP ColorVu 2.8mm TVI Bu,HIKVISION,"29,60","47,00","56,00",21,0,0,0,0,0,6,6
DS-2CD1027G2H-LIU-0280,,2 MP ColorVu Dual Light 2,HIKVISION,"48,80","77,00","92,00",21,241,0,0,5,0,12,258
DS-2CD1027G0-L-0280-C,,2 MP ColorVu Fixed Bullet,HIKVISION,"41,10","60,00","73,00",21,0,0,0,0,0,0,0
DS-2CD2327G2-LU-0280-C,,2 MP ColorVu Fixed PROMO,HIKVISION,"99,20","160,00","200,00",21,32,0,0,0,0,6,38
DS-2CD1T27G2-L-040,,2 MP ColorVu MD 2.0 4mm B,HIKVISION,"55,00","87,00","104,00",21,0,0,0,0,0,0,0
DS-2CD1127G2-L-0280,,2 MP ColorVu MD 2.0 Dome ,HIKVISION,"55,00","87,00","104,00",21,0,8,0,0,5,6,19
DS-2CD1327G2-L-0280,,2 MP ColorVu MD 2.0 Turre,HIKVISION,"48,80","77,00","92,00",21,1,0,0,0,20,1,22
DS-2CD1127G2H-LIU-0280,,2 MP ColorVu with Smart H,HIKVISION,"55,00","87,00","104,00",21,0,0,0,0,0,6,6
DS-2CD3D26G2T-IZHSU-2812-H,,2 MP Darkfighter VF Dome ,HIKVISION,"558,30","558,30","930,60",21,10,0,0,0,0,0,10
DS-2CD1623G2-LIZSU-SL-2812,,2 MP Dual Light MD 2.0 VF,HIKVISION,"95,00","149,00","179,00",21,55,8,0,0,0,4,67
DS-2CD1623G2-LIZSU-2812,,2 MP Dual Light MD 2.0 VF,HIKVISION,"90,00","142,00","170,00",21,12,0,0,0,0,0,12
DS-2CD1023G0E-I-0280-C,,2 MP Fixed Bullet IPC Hik,HIKVISION,"36,00","53,00","65,00",21,0,6,0,1,0,5,12
DS-2CD1023G2-LIU-0280,,2 MP Fixed Bullet Network,HIKVISION,"40,90","64,00","77,00",21,214,0,0,27,3,20,264
DS-2CD1021G0-I-0280,,2 MP Fixed Bullet Network,HIKVISION,"22,40","33,00","40,00",21,0,0,0,1,0,0,1
DS-2CD1121G0-I-0280,,2 MP Fixed Dome Network C,HIKVISION,"22,60","33,00","41,00",21,0,0,0,0,16,0,16
DS-2CD1123G2-LIU-0280,,2 MP Fixed Dome Network C,HIKVISION,"44,10","69,00","84,00",21,27,0,0,1,0,12,40
DS-2CD1321G0-I-0280,,2 MP Fixed Turret Network,HIKVISION,"24,50","36,00","44,00",21,0,0,0,0,6,1,7
DS-2CD1323G2-LIU-0280,,2 MP Fixed Turret Network,HIKVISION,"41,00","65,00","77,00",21,164,0,0,0,0,16,180
DS-2CD1327G2H-LIU-0280,,2 MP Hybrid Light Turret ,HIKVISION,"48,80","77,00","92,00",21,0,0,0,0,0,0,0
DS-2CV1F23G2-LIDWF-0280-B,,2 MP Indoor Wi-Fi PROMO,HIKVISION,"23,63","34,50","42,00",21,66,0,0,3,6,8,83
DS-2CD1023G2-IUF-0280,,2 MP MD 2.0 Fixed Bullet ,HIKVISION,"45,10","71,00","86,00",21,0,0,0,0,0,0,0
DS-2CD1323G2-I-0280,,2 MP MD 2.0 Fixed Turret ,HIKVISION,"43,00","68,00","81,00",21,1,0,0,4,4,0,9
DS-2CD1323G2-IUF-0280,,2 MP MD 2.0 Fixed Turret ,HIKVISION,"45,10","71,00","86,00",21,0,0,0,0,0,0,0
DS-2CD1123G2-LIUF-0280,,2 MP Smart Hybrid Light ,HIKVISION,"45,90","72,00","86,00",21,0,12,0,0,0,11,23
DS-2CD1023G2-LIUF-0280,,2M IP Smart Hybrid Light ,HIKVISION,"43,00","68,00","81,00",21,0,0,0,0,0,0,0
DS-2CD1623G2-IZ-2812,,2MP 2.8-12mm Bullet PROMO,HIKVISION,"80,10","126,00","150,30",21,57,0,0,0,4,5,66
DS-2CD1723G2-IZ-2812,,2MP 2.8-12mm Dome PROMO,HIKVISION,"88,00","139,00","167,00",21,0,0,0,4,5,3,12
DS-2CD1023G2-I-0280,,2MP 2.8mm Bullet PROMO ,HIKVISION,"43,00","68,00","81,00",21,339,0,0,27,1,28,395
DS-2CD1123G2-I-0280,,2MP 2.8mm Dome IP PROMO,HIKVISION,"39,10","62,05","73,95",21,0,6,0,0,4,0,10
DS-2CD2T23G2-2I-0280-D,,2MP AcuSense Bullet PROMO,HIKVISION,"92,00","148,80","185,60",21,0,0,0,0,0,3,3
DS-2CD2323G2-LI2U-0280,,2Mp AcuSense HybridLight,HIKVISION,"100,00","161,00","201,00",21,3,0,0,0,0,0,3
DS-2CD2126G2-ISU-D,,2MP AcuSense MIC IK10,HIKVISION,"120,00","193,00","241,00",21,0,0,0,0,0,0,0
DS-2CD1027G2H-LIUF-0280,,2MP ColorVu  DualLight 2.,HIKVISION,"50,00","79,00","95,00",21,15,0,0,0,19,5,39
DS-2CD2027G2-LU-0280-C,,2Mp CV Mic Bullet,HIKVISION,"115,00","184,00","230,00",21,5,0,0,0,0,0,5
DS-2CD1327G2H-LIUF-0280,,2MP DualLight 2.8mm Turre,HIKVISION,"50,00","79,00","95,00",21,0,0,0,0,0,0,0
DS-2CD1023G2-LIDUF-4G-SL-0280-LA-FUS,,2MP HL 4G Bullet Camera,HIKVISION,"43,20","68,00","82,00",21,32,0,0,2,0,5,39
DS-2CD3021G2-LIUF-0280,,2MP Hybrid Light Bullet,HIKVISION,"53,00","83,00","100,00",21,20,0,0,0,0,0,20
DS-2CD3321G2-LIUF-0280,,2MP HybridLight Turret,HIKVISION,"53,00","83,00","100,00",21,1,0,0,0,0,0,1
DS-2DE3C210IX-DE-C1-T5,,3-inch 2 MP 10X Darkfight,HIKVISION,"254,00","404,00","504,00",21,1,0,0,0,0,0,1
DS-2CD2723G2-IZS-2812-D,,IPC 2MP AcuSense Z PROMO,HIKVISION,"144,80","233,60","292,00",21,20,0,0,0,0,5,25
DS-2CD6425G1-10-0370-2M,,Separated Network Camera,HIKVISION,"277,00","446,00","558,00",21,1,0,0,0,0,0,1
,,,,,,,,,,,,,,
IP CAMARAS,,HIK PTZ,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DS-2DE7A232IW-AEB-T5,,2 MP 32X DarkFighter IR I,HIKVISION,"621,00","1000,00","1250,00",21,19,0,0,0,0,0,19
DS-2DE5232W-AE-T5,,2 MP 32X DarkFighter PTZ ,HIKVISION,"528,00","851,00","1064,00",21,20,0,0,0,0,0,20
DS-2SE2C200MWG-E-12-0280-0800,,2+2MP TandemVu PT PoE,HIKVISION,"105,00","169,00","212,00",21,13,0,0,0,0,2,15
DS-2DE4225IW-DE-T5,,2MP 25× IPC PTZ IR Speed ,HIKVISION,"286,00","451,00","541,00",21,0,0,0,0,0,0,0
DS-2DE5225W-AE-T5,,2Mp 25x By DarkFighter,HIKVISION,"380,00","612,00","765,00",21,6,0,0,0,0,0,6
DS-2DE2A204IW-DE3-C0-S6-C,,2MP 4X IR Dome PTZ IPC,HIKVISION,"114,00","179,00","215,00",21,19,0,0,0,0,3,22
DS-2DE5425IW-AE-T5,,4 MP 25X PTZ IPC DarkFigh,HIKVISION,"454,00","731,00","914,00",21,0,0,0,0,0,0,0
DS-2DE2A404IW-DE3-CO-S6-C,,4 MP 4X IR Mini Dome PTZ ,HIKVISION,"123,00","194,00","233,00",21,9,0,0,0,0,4,13
DS-2XS3Q47G1-LDH-4G-C18S40-0400-LA,,4 MP ColorVu Solar Camera,HIKVISION,"879,00","1416,00","1770,00",21,3,0,0,0,0,0,3
DS-2SE3C404MWG-4G-14-0280,,4+4MP 4X TandemVu PTZ,HIKVISION,"238,00","383,00","479,00",21,5,0,0,0,0,0,5
DS-2SE2C400MWG-E-14-0280-0800,,4+4MP TandemVu PT PoE,HIKVISION,"114,00","183,00","229,00",21,10,0,0,0,0,0,10
DS-2DE4425IW-DE-T5,,4MP 25× IPC PTZ IR Speed ,HIKVISION,"314,00","495,00","594,00",21,0,0,0,0,0,0,0
DS-2DF6A436X-AELY-T5,,4MP 36X DarkFighter PTZ I,HIKVISION,"2050,00","2448,20","4080,30",21,7,0,0,0,0,0,7
DS-2DF8A442IXS-AELY-T5,,4MP 42X DarkFighter IR PT,HIKVISION,"2677,50","2677,50","4462,50",21,0,0,0,0,0,0,0
DS-2SF8C442MXG-ELW-26-F0,,4MP 42x TandemVu Pano DF,HIKVISION,"2463,00","3211,00","4460,00",21,4,0,0,0,0,0,4
DS-2DF7C445IXR-AEL,,4MP 45x DarkFighter PTZ,HIKVISION,"1480,00","1929,00","2679,00",21,0,0,0,0,0,0,0
DS-2XS3Q47G1-LDH-4G-C18S40-0400-O-S,,4MP PTZ CV 4G Solar kit,HIKVISION,"879,00","1416,00","1770,00",21,0,0,0,0,0,0,0
DS-2DE2C400IWG-K-4G-C05S10-0280,,4Mp Solar PT LTE Kit,HIKVISION,"180,00","284,00","341,00",21,2,0,0,0,0,0,2
DS-2DE2C400IWG-K-4G-C09S20-0280,,4Mp Solar PT LTE Kit,HIKVISION,"198,00","312,00","374,00",21,5,0,0,0,0,0,5
DS-2SE7C425MWG-EB-26-F0,,6+4 MP 25X TandemVu Color,HIKVISION,"670,00","1079,00","1349,00",21,1,0,0,0,0,0,1
DS-2DE7A432IW-AEB-T5,,7-inch 4 MP 32X DarkFight,HIKVISION,"658,00","1060,00","1325,00",21,19,0,0,0,0,0,19
DS-2DF7A436IXG-ELY,,7A Series 4MP 36X DarkFig,HIKVISION,"1932,00","2518,00","3497,00",21,0,0,0,0,0,0,0
DS-2SE4C425MWG-E-26-F0,,PTZ 6+4 25X Color Acusens,HIKVISION,"538,00","866,00","1083,00",21,49,12,0,0,0,0,61
DS-2DF8C435MHS-DELW,,PTZ 8C Series 4 MP 35X Da,HIKVISION,"2809,50","2809,50","4682,50",21,1,0,0,0,0,0,1
DS-2SE4C425MWG-E-14-F0,,TandemVu 4 MP 25X Colorfu,HIKVISION,"473,00","762,00","952,00",21,0,0,0,0,0,0,0
DS-2SE7C432MW-AEB-14F1-P3,,TandemVu 4 MP 32X Colorfu,HIKVISION,"808,00","1301,00","1626,00",21,6,0,0,1,0,0,7
DS-2SE3C404MWG-E-14-0280,,TandemVu 4MP+4MP 4X PTZ,HIKVISION,"221,00","355,00","445,00",21,12,0,0,0,0,0,12
DS-2SF8C442MXG-EL-26-F0,,TandemVu 8C Series Panora,HIKVISION,"0,00","0,00","0,00",21,0,0,0,0,0,0,0
DS-2TD95C8-300ZK2FL-W,,Thermal & Optical Positio,HIKVISION,"129630,00","165097,00","220129,30",21,1,0,0,0,0,0,1
,,,,,,,,,,,,,,
IP CAMARAS,,CYGNUS 2-3MPX,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
CY-IPC-2MD-0280,,2MP 2.8 Dome IR Cygnus,CYGNUS,"28,70","34,20","43,20",21,960,20,0,0,0,20,1000
IPC-2M-DUZA,,2MP HD IR Varifocal audio,CYGNUS,"71,00","92,00","106,00",21,84,6,0,0,0,10,100
IPC-2M-FUZA,,2MP HD IR VF Audio Bullet,CYGNUS,"72,00","94,00","108,00",21,84,6,0,0,0,10,100
CY-IPC-2MDAU-0280,,2MP Starlight+LED Dome,CYGNUS,"30,00","37,00","42,00",21,445,6,0,0,0,2,453
CY-IPC-2MFAU-0280,,2MP Starlight+Led MIC,CYGNUS,"32,80","39,20","49,50",21,469,6,0,0,0,8,483
IPC-2M-FA-TK,,IPC 2 MP c/Mic 2.8mm Bull,CYGNUS,"13,00","17,00","19,00",21,207,46,0,1,7,16,277
IPC-2222ER5-DUPF40-C,,IPC 2MP  Starlight OUTLET,UNIVIEW,"24,00","24,00","24,00",21,0,0,0,0,0,0,0
CY-IPC-2MF-0280,,IPC 2MP 2.8mm Bullet IR C,CYGNUS,"28,60","34,20","43,20",21,947,6,0,0,0,20,973
SM-IPC-1200DA-0280,,IPC 2MP 2.8mm Interior Mi,SMARTPIXEL,"15,50","18,55","21,50",21,1020,25,0,68,24,28,1165
SM-IPC-1200FA-0280,,IPC 2MP Bullet 2.8mm Mic ,SMARTPIXEL,"16,80","20,15","23,50",21,404,7,0,4,0,16,431
IPC-2122SR3-PF40-B,,IPC 2MP Bullet UNV OUTLET,UNIVIEW,"12,00","14,00","22,00",21,0,30,0,0,0,20,50
IPC-2M-DA-TK,,IPC 2MP c/Mic 2.8mm Dome ,CYGNUS,"13,80","17,90","19,90",21,700,31,0,0,16,17,764
IPC-2M-FA-ZERO,,Zero 2MP Bullet 4mm Mic,CYGNUS,"41,00","53,00","61,00",21,401,6,0,0,0,18,425
IPC-2M-DA-ZERO,,Zero 2MP Eyeball 2.8m Mic,CYGNUS,"44,00","57,00","66,00",21,338,6,0,5,0,18,367
,,,,,,,,,,,,,,
IP CAMARAS,,OUTLET,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
SD22204DB-GNY,,2MP 4x WizS PTZ OUTLET,DAHUA,"70,00","70,00","70,00",21,128,0,0,4,0,3,135
IPC-3632ER3-DPZ28-C,,2MP IPC 2.8-12mm OUTLET,UNIVIEW,"29,00","29,00","32,00",21,188,0,0,0,0,0,188
IPC-3232ER3-DVZ28-C,,2MP IPC 2.8-12mm OUTLET,UNIVIEW,"29,00","29,00","34,00",21,95,0,0,0,0,0,95
IPC-T2AP-PV-0280B,,2MP IPC WiFi OUTLET,DAHUA,"29,00","29,00","38,94",21,0,0,0,26,0,3,29
H3B,,3MP Indoor WiFi OUTLET,DAHUA,"22,00","22,00","22,00",21,805,28,0,0,0,12,845
IPC-MFW7442K1P-Z-0832-T40-0360B,,4+4 MP Dual-Sight OUTLET,DAHUA,"480,46","480,46","480,46",21,4,0,0,0,0,0,4
IPC-HFW2431DGP-4G-SP-NL668LA-B-0280B,,4MP 4G Solar OUTLET,DAHUA,"165,00","165,00","165,00",21,145,0,0,0,0,0,145
IPC-HFW2431DGP-4G-SP-NL668LA-B-0360B,,4MP 4G Solar OUTLET,DAHUA,"165,00","165,00","165,00",21,88,0,0,0,0,1,89
IPC-PFW81642P-A180-DC12AC24V,,4MP 4x Pano Dahua OUTLET,DAHUA,"295,00","295,00","295,00",21,1,0,0,0,0,0,1
IPC-HDW3449HP-ZAS-PV-27135-S5,,4MP Dual Lig TIOC OUTLET,DAHUA,"158,12","158,12","158,12",21,72,0,0,0,0,3,75
IPC-WL46AP-0280B,,4MP Floodligh OUTLET,DAHUA,"49,00","49,00","49,00",21,283,0,0,0,0,1,284
IPC-2124SR3-DPF36,,4Mp IPC Bullet OUTLET,UNIVIEW,"26,00","26,00","28,00",21,194,6,0,0,0,15,215
IPC-314SR-DVPF28,,4MP IPC Dome UNV OUTLET,UNIVIEW,"29,00","29,00","32,00",21,38,6,0,0,0,0,44
IPC-3614SR3-DPF28,,4Mp IPC Turret UNV OUTLET,UNIVIEW,"24,00","24,00","25,00",21,63,6,0,16,0,0,85
IPC-HDBW5442EP-ZE-0832-DC12AC24V,,4MP IR  8-32m IK10 OUTLET,DAHUA,"263,53","263,53","263,53",21,166,0,0,0,0,0,166
IPC-HFW5442HP-ZHE-2712F-DC12AC24V-S3,,4MP IR 2.7-12mm OUTLET,DAHUA,"253,04","253,04","330,00",21,113,0,0,0,0,0,113
IPC-HDW3449HP-AS-PV-0280B-S4,,4MP Smart Dual Led OUTLET,DAHUA,"116,69","116,69","116,69",21,258,12,0,0,0,5,275
IPC-2125SR3-ADUPF40,,5Mp IPC Bullet OUTLET,UNIVIEW,"29,00","29,00","32,00",21,0,7,0,0,0,2,9
IPC-HUM8531MP-V-LED-0360B,,5MP Macro MeterCAM OUTLET,DAHUA,"62,00","62,00","62,00",21,20,0,0,0,0,0,20
IPC-EBW8842P-AS,,8 MP IR Fisheye OUTLET,DAHUA,"377,21","377,21","377,21",21,0,0,0,0,0,0,0
IPC-HFW5842TP-SE-0280B-S3,,8MP IR 2.8mm IPC OUTLEET,DAHUA,"171,76","171,76","171,76",21,3,0,0,0,0,3,6
IPC-HDW5842TMP-ASE-0280B-S3,,8MP IR Domo Wizmin OUTLET,DAHUA,"159,96","159,96","159,96",21,168,0,0,0,0,10,178
IPC-HFW7842HP-Z-0832-DC12AC24V-X,,8MP IR WizMind IPC OUTLET,DAHUA,"484,59","484,59","484,59",21,37,0,0,0,0,0,37
IPC-HDW5842TMP-ASE-0360B-S3,,8MP IR Wizmind OUTLET,DAHUA,"159,96","159,96","159,96",21,76,0,0,0,0,0,76
IPC-HFW3241EP-AS-0280B,,Bullet IP 2Mpx OUTLET,DAHUA,"23,60","23,60","23,60",21,0,0,0,0,0,0,0
SD29204UE-GN,,Domo PTZ IR 2Mp 4x OUTLET,DAHUA,"149,47","149,47","149,47",21,18,0,0,0,0,1,19
IPC-868ER-VF18B,,FishEye 4K IK10 OUTLET,UNIVIEW,"160,00","160,00","290,00",21,1,0,0,0,0,0,1
IPC-HFW4230MP-4G-AS-I2,,IPC 2Mp 4G OUTLET,DAHUA,"225,77","225,77","225,77",21,8,0,0,0,0,0,8
IPC-322SR3-VSPF28-C,,IPC 2Mp Domo IK10 OUTLET,UNIVIEW,"25,00","25,00","29,00",21,254,6,0,0,0,0,260
IPC-HFW5241TP-ASE-0280B-S3,,IPC 2MP IR 2.8mm OUTLET,DAHUA,"111,44","111,44","111,44",21,39,0,0,0,0,3,42
IPC-HDW5241TMP-ASE-0360B-S3,,IPC 2MP IR OUTLET,DAHUA,"75,00","75,00","75,00",21,187,6,0,0,0,6,199
IPC-T2AP-LED-0280B,,IPC 2MP WiFi OUTLET,DAHUA,"29,00","29,00","33,71",21,0,0,0,15,5,0,20
IPC-3234SR3-DVZ28,,IPC 4M WDR VF IK10 OUTLET,UNIVIEW,"39,00","39,00","39,00",21,1,0,0,0,0,0,1
IPC-HCBW8442P,,IPC 4Mp Corner OUTLET,DAHUA,"59,00","59,00","59,00",21,29,0,0,0,0,4,33
IPC-HCBW8442P-0250B,,IPC 4MP Corner OUTLET,DAHUA,"59,00","59,00","59,00",21,1,0,0,0,0,0,1
IPC-T4AP-PV-0280B,,IPC 4MP Wi-Fi OUTLET,DAHUA,"32,00","32,00","32,00",21,0,0,0,0,0,18,18
CY-IPC-4M-DWS,,IPC 4Mpx OUTLET,SMARTPIXEL,"28,00","28,00","28,00",21,3,56,1,0,0,7,67
IPC-PFW8840P-A180-E4-DC12AC24V,,IPC 4x2Mp 180 Pano OUTLET,DAHUA,"619,50","619,50","619,50",21,3,0,0,0,0,0,3
IPC-HDBW2541RP-ZS-27135,,IPC 5MP 2.7-13mm OUTLET,DAHUA,"120,36","120,36","120,36",21,8,0,0,0,5,0,13
IPC-HDW3841TP-ZS-27135-S2,,IPC 8MP 2.7-12mm OUTLET,DAHUA,"150,00","150,00","150,00",21,86,0,0,0,0,4,90
